INSTANCE:	P-n14-k4
VEHICLES:	4
CUSTOMERS:	14
TIME UB:	357
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	     45		     35		       5	        0	   357
       1	     52		     33		       4	        0	   357
       2	     37		     52		       5	        1	    15
       3	     63		     69		       4	        1	    62
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	     30		     40		     0		   357
       1	     49		     43		     1		    44
       2	     52		     64		     1		   115
       3	     31		     62		     3		    78
       4	     42		     41		     2		    38
       5	     52		     41		     1		    58
       6	     57		     58		     3		    84
       7	     62		     42		     3		   116
       8	     42		     57		     1		    60
       9	     27		     68		     2		    62
      10	     43		     67		     1		    71
      11	     58		     27		     1		   121
      12	     37		     69		     1		   108
      13	     61		     33		     1		    65
      14	     62		     63		     3		   133
