INSTANCE:	V25_C50
VEHICLES:	25
CUSTOMERS:	50
TIME UB:	14143
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	    261		    461		       4	        0	 14143
       1	    895		    121		       4	        0	 14143
       2	    249		    523		       4	        0	 14143
       3	    241		    409		       4	        0	 14143
       4	    344		     71		       4	        1	  1386
       5	     34		     99		       4	        0	 14143
       6	    663		    987		       4	        0	 14143
       7	    930		    694		       4	        0	 14143
       8	    923		    449		       4	        0	 14143
       9	    551		    640		       4	        0	 14143
      10	    404		    270		       4	        0	 14143
      11	    702		    302		       4	        0	 14143
      12	    555		     73		       4	        0	 14143
      13	    212		     52		       4	        0	 14143
      14	    616		    808		       4	        0	 14143
      15	    879		    814		       4	        0	 14143
      16	    922		      4		       4	        0	 14143
      17	    769		    330		       4	        0	 14143
      18	    648		     89		       4	        1	   962
      19	    220		    468		       4	        0	 14143
      20	    268		    618		       4	        0	 14143
      21	    907		    551		       4	        2	  1365
      22	    935		    134		       4	        0	 14143
      23	    442		    703		       4	        0	 14143
      24	    151		    613		       4	        0	 14143
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	    893		    280		     0		 14143
       1	    409		    467		     2		  1784
       2	    531		    297		     1		  2380
       3	    702		    919		     4		  1953
       4	    136		     83		     1		  1635
       5	    261		    144		     1		  1738
       6	    399		    378		     1		  2974
       7	    234		    259		     1		  2812
       8	    301		    616		     1		  2203
       9	    833		    695		     1		  1685
      10	    103		    704		     1		  2407
      11	    662		    774		     2		  2423
      12	    213		    175		     1		  1128
      13	     11		    747		     4		  2473
      14	    393		    246		     2		  1765
      15	    666		    536		     1		  2872
      16	    501		    221		     1		  1483
      17	    139		    812		     1		  2223
      18	    335		    108		     1		  2760
      19	    900		    431		     1		  2855
      20	    465		    634		     1		  1718
      21	    467		    698		     1		  1181
      22	    890		     95		     1		  1470
      23	    347		    985		     1		  2993
      24	    895		    290		     1		  2690
      25	    271		    446		     1		  2603
      26	    776		    304		     1		  1367
      27	     18		     39		     2		  1257
      28	    197		    244		     1		  1789
      29	    977		    327		     1		  1222
      30	    927		    575		     1		  2827
      31	     42		     69		     1		  1530
      32	    791		    931		     2		  1049
      33	    271		    199		     1		  1308
      34	    562		    529		     1		  1309
      35	    437		    356		     1		  1773
      36	    184		    359		     1		  1997
      37	    507		    912		     1		  1746
      38	    607		    890		     3		  1907
      39	    990		    611		     2		  2213
      40	    518		    280		     2		  2947
      41	    734		    154		     1		  1254
      42	    375		    465		     1		  2788
      43	    445		    169		     1		  2061
      44	    523		    497		     2		  2295
      45	    545		     70		     3		  2409
      46	    427		     16		     2		  1062
      47	    248		    532		     1		  1341
      48	    646		    392		     1		  1371
      49	    381		    997		     1		  1127
      50	    747		    374		     1		  2112
