INSTANCE:	V40_C200
VEHICLES:	40
CUSTOMERS:	200
TIME UB:	14143
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	    826		    458		       4	        2	  1832
       1	    936		    935		       4	        0	 14143
       2	    245		    947		       4	        0	 14143
       3	     23		     96		       4	        1	  1358
       4	    519		      0		       4	        0	 14143
       5	    342		    453		       4	        0	 14143
       6	    328		    909		       4	        0	 14143
       7	    268		    811		       4	        0	 14143
       8	    579		    905		       4	        0	 14143
       9	    670		    813		       4	        0	 14143
      10	    936		    162		       4	        2	  1985
      11	    500		    979		       4	        0	 14143
      12	    749		    358		       4	        0	 14143
      13	    662		      1		       4	        3	  1666
      14	    875		     43		       4	        0	 14143
      15	    520		     28		       4	        0	 14143
      16	    763		    581		       4	        0	 14143
      17	    397		    576		       4	        1	  1195
      18	    374		    101		       4	        0	 14143
      19	     18		    679		       4	        0	 14143
      20	    657		    160		       4	        1	   737
      21	    340		    410		       4	        0	 14143
      22	     89		    334		       4	        0	 14143
      23	    199		    855		       4	        0	 14143
      24	    747		    260		       4	        0	 14143
      25	    635		    966		       4	        0	 14143
      26	    528		    961		       4	        0	 14143
      27	    750		    215		       4	        1	  1672
      28	    125		     77		       4	        2	   593
      29	    307		    700		       4	        0	 14143
      30	    791		    145		       4	        0	 14143
      31	    542		    753		       4	        0	 14143
      32	    821		    348		       4	        1	  1199
      33	    751		    112		       4	        2	   941
      34	    406		    676		       4	        0	 14143
      35	    154		    832		       4	        1	   956
      36	    645		    472		       4	        0	 14143
      37	    310		    113		       4	        0	 14143
      38	    721		     67		       4	        1	  1090
      39	    680		    277		       4	        0	 14143
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	    103		    338		     0		 14143
       1	     19		    844		     1		  2702
       2	    834		    202		     1		  1819
       3	     89		    605		     1		  1896
       4	     77		    562		     1		  2908
       5	    979		    120		     1		  2896
       6	    456		    634		     1		  1454
       7	    200		    535		     1		  1301
       8	    542		    851		     1		  1187
       9	    463		    194		     1		  2214
      10	    243		    346		     1		  2841
      11	    436		    154		     2		  2103
      12	    766		    527		     4		  2964
      13	     36		    149		     1		  1501
      14	     91		    810		     2		  1508
      15	     49		    387		     2		  1823
      16	    140		    168		     3		  1230
      17	    844		    956		     1		  1911
      18	    764		     52		     2		  2378
      19	    843		    820		     1		  2808
      20	    469		    490		     1		  2750
      21	    135		    857		     1		  2048
      22	    261		    330		     1		  2311
      23	    917		    939		     1		  1468
      24	      9		    542		     4		  1333
      25	    892		    803		     1		  2815
      26	    774		    214		     1		  1681
      27	     90		    116		     1		  1984
      28	    889		    282		     1		  1091
      29	    397		    486		     1		  1538
      30	     55		    287		     1		  1291
      31	    582		    289		     1		  1922
      32	    714		    825		     1		  1964
      33	    650		    152		     1		  1609
      34	    627		    734		     1		  1028
      35	    217		     30		     1		  1433
      36	    101		    287		     1		  2415
      37	    893		    392		     1		  1190
      38	     44		    278		     1		  1429
      39	    713		    220		     1		  2518
      40	     68		    693		     4		  1552
      41	    953		    500		     2		  2413
      42	     19		    697		     1		  1418
      43	    345		    646		     2		  2842
      44	    969		    917		     1		  2941
      45	     82		    432		     1		  2504
      46	    344		    314		     1		  1161
      47	    305		    447		     1		  2170
      48	    638		    560		     1		  2889
      49	    987		    316		     1		  2145
      50	    108		    358		     1		  2930
      51	    561		    240		     1		  1146
      52	     69		    443		     1		  2987
      53	    121		    997		     1		  2111
      54	    958		    326		     1		  1665
      55	    786		    925		     1		  1723
      56	    522		    253		     1		  1536
      57	    994		    708		     1		  2478
      58	    164		    689		     1		  2687
      59	     80		    970		     3		  2587
      60	    170		    678		     1		  1507
      61	    965		    714		     1		  1394
      62	    260		    855		     4		  2341
      63	    154		    846		     1		  2495
      64	    429		    488		     1		  1585
      65	    527		    913		     1		  1255
      66	     63		    329		     1		  2600
      67	    378		    804		     1		  1589
      68	    270		     88		     2		  2121
      69	    466		    297		     1		  1230
      70	    248		    102		     1		  2041
      71	     58		    144		     1		  1203
      72	    794		     45		     1		  1179
      73	    363		    478		     2		  2380
      74	    326		    388		     1		  2201
      75	    447		    630		     1		  1359
      76	    263		    137		     1		  2320
      77	    448		    923		     1		  2310
      78	    635		    443		     1		  2002
      79	    900		    249		     1		  1042
      80	    935		    222		     1		  2755
      81	     43		    704		     1		  1221
      82	    449		    449		     1		  1670
      83	    228		    230		     1		  2824
      84	    711		    693		     1		  2399
      85	    652		    259		     2		  1672
      86	    203		    325		     1		  1487
      87	    768		    737		     3		  1930
      88	    824		    676		     1		  2138
      89	    949		    840		     1		  2712
      90	    860		    138		     1		  1636
      91	    130		    878		     1		  1798
      92	    542		    226		     1		  1837
      93	    670		    498		     1		  1364
      94	    315		    131		     1		  1067
      95	     70		    890		     1		  2562
      96	    388		    866		     1		  1624
      97	    705		    570		     1		  2500
      98	    326		    190		     1		  1875
      99	    387		    102		     3		  1227
     100	    136		    367		     1		  2713
     101	    346		     42		     1		  1172
     102	    563		    425		     1		  1507
     103	    629		    967		     1		  1413
     104	    660		    964		     1		  1693
     105	    752		    582		     1		  1140
     106	    155		    318		     1		  1911
     107	    654		    528		     1		  1285
     108	    419		    330		     1		  2641
     109	    401		    671		     1		  2558
     110	    702		    288		     1		  1790
     111	    119		    319		     1		  1581
     112	    509		     28		     4		  1821
     113	     67		    306		     1		  1848
     114	    748		    763		     1		  1604
     115	    258		    444		     1		  1118
     116	    212		    876		     1		  2130
     117	    418		    422		     1		  1481
     118	     94		     59		     1		  1246
     119	     56		    422		     1		  1388
     120	    507		    576		     2		  1507
     121	    603		    810		     1		  1131
     122	    657		    847		     2		  2692
     123	    874		    350		     1		  1282
     124	    473		    150		     1		  2228
     125	    569		    422		     1		  2669
     126	     75		     81		     1		  2785
     127	    318		    177		     1		  1862
     128	     50		    736		     1		  2351
     129	    691		    351		     1		  1326
     130	    430		    602		     1		  2300
     131	    207		    191		     4		  1580
     132	    460		    681		     1		  1160
     133	     16		    271		     1		  2904
     134	    369		    506		     1		  2057
     135	    172		    884		     1		  1746
     136	    727		    891		     1		  2971
     137	     90		    790		     1		  2794
     138	    983		    330		     1		  2104
     139	    535		    428		     2		  1246
     140	    714		     12		     1		  1240
     141	    331		    327		     1		  2074
     142	     21		     52		     1		  1087
     143	    531		    612		     3		  2614
     144	      0		    563		     1		  1465
     145	    946		    671		     1		  1952
     146	    523		    891		     2		  1423
     147	    666		    264		     1		  2379
     148	    392		    629		     1		  1737
     149	    197		    882		     1		  2788
     150	    820		    942		     1		  2765
     151	    806		    309		     2		  1434
     152	    179		    617		     3		  2645
     153	    231		    602		     4		  1827
     154	    345		    853		     1		  1154
     155	    509		      1		     1		  1338
     156	    158		    823		     1		  2461
     157	    785		    375		     1		  1317
     158	    309		    696		     1		  1233
     159	    154		    859		     1		  2436
     160	    711		    840		     3		  2811
     161	    562		    727		     1		  1997
     162	    683		     17		     1		  2040
     163	    295		    904		     1		  2713
     164	    980		    131		     1		  1104
     165	    483		    960		     1		  2132
     166	    194		    323		     1		  2807
     167	    284		    965		     2		  1733
     168	    180		    149		     1		  2706
     169	    269		    106		     1		  2084
     170	    487		    925		     1		  1153
     171	    554		    723		     1		  1662
     172	    144		    304		     2		  1053
     173	    590		    208		     1		  2646
     174	    931		    459		     1		  2590
     175	    968		    561		     1		  1143
     176	    701		    981		     1		  2167
     177	    539		    239		     1		  1435
     178	     55		      9		     3		  2092
     179	    214		    584		     2		  2162
     180	    917		    660		     1		  2621
     181	    838		    897		     1		  1593
     182	    325		     68		     2		  1681
     183	    767		    169		     1		  2265
     184	    252		    825		     1		  1595
     185	    663		    161		     1		  2824
     186	    784		    849		     1		  1103
     187	    331		    149		     1		  1516
     188	    455		     79		     2		  2024
     189	    896		    499		     1		  2212
     190	    898		    856		     1		  2198
     191	     67		    694		     1		  1162
     192	    762		     70		     1		  1481
     193	     97		    787		     1		  1677
     194	    701		     34		     1		  1474
     195	    696		    207		     1		  2015
     196	    363		    622		     1		  1420
     197	    428		    628		     3		  1169
     198	    975		    458		     1		  2454
     199	     46		    465		     1		  2688
     200	      3		    152		     1		  2481
