INSTANCE:	X-n300-k100
VEHICLES:	100
CUSTOMERS:	300
TIME UB:	8486
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	    894		    933		       5	        1	  2405
       1	    978		    848		       5	        1	  2102
       2	    145		    726		       5	        0	  8486
       3	    541		    524		       5	        1	  1189
       4	    660		    593		       5	        1	   936
       5	    819		    911		       4	        0	  8486
       6	    214		    793		       4	        0	  8486
       7	    474		    652		       5	        0	  8486
       8	    938		    972		       5	        0	  8486
       9	    412		    458		       4	        0	  8486
      10	    912		    918		       5	        0	  8486
      11	    392		    482		       5	        3	   707
      12	    872		    974		       5	        0	  8486
      13	    945		    853		       4	        1	  1969
      14	    747		    889		       5	        0	  8486
      15	    923		    981		       5	        3	  1726
      16	    157		    888		       4	        0	  8486
      17	    446		    402		       5	        1	  1159
      18	    630		      3		       4	        0	  8486
      19	    402		    685		       4	        2	   896
      20	    999		    958		       4	        0	  8486
      21	    852		    885		       5	        0	  8486
      22	    819		    787		       5	        0	  8486
      23	    571		    343		       4	        1	   751
      24	    994		    810		       5	        0	  8486
      25	    233		    943		       4	        2	  1827
      26	    320		    759		       5	        1	  1349
      27	    547		    542		       5	        1	  1083
      28	    701		    863		       4	        0	  8486
      29	    178		    630		       4	        2	   785
      30	    782		    780		       4	        0	  8486
      31	    966		    862		       5	        0	  8486
      32	    930		    938		       5	        0	  8486
      33	    645		     19		       4	        0	  8486
      34	    497		     40		       4	        1	   980
      35	    251		    719		       4	        0	  8486
      36	    948		    839		       5	        3	  2204
      37	    520		     96		       5	        0	  8486
      38	    949		    878		       4	        1	  1903
      39	    793		    937		       5	        0	  8486
      40	    197		    879		       5	        0	  8486
      41	    687		    867		       5	        0	  8486
      42	    644		    779		       4	        2	  1871
      43	    206		    793		       4	        2	  1612
      44	    686		     66		       5	        0	  8486
      45	    195		    682		       5	        1	  1244
      46	    475		    554		       4	        0	  8486
      47	    851		    992		       4	        1	  2333
      48	    630		     73		       4	        2	  1051
      49	    990		    681		       5	        0	  8486
      50	    935		    853		       5	        0	  8486
      51	    949		    850		       4	        0	  8486
      52	    660		     70		       5	        2	  1172
      53	    598		    690		       4	        1	  1418
      54	    963		    616		       5	        0	  8486
      55	    950		    824		       5	        4	  2046
      56	    839		    680		       5	        1	  1966
      57	    241		    760		       5	        1	  1119
      58	    886		    743		       5	        0	  8486
      59	    468		    400		       5	        3	   963
      60	    996		    850		       4	        0	  8486
      61	    171		    759		       4	        1	  1248
      62	    929		    831		       5	        1	  1747
      63	   1000		    799		       5	        0	  8486
      64	    169		    693		       5	        1	  1102
      65	    764		    778		       4	        0	  8486
      66	    469		    435		       5	        0	  8486
      67	    868		    917		       4	        0	  8486
      68	    996		    833		       5	        1	  1450
      69	    541		    495		       5	        1	   740
      70	    906		    880		       5	        1	  1293
      71	    196		    769		       4	        3	  1004
      72	    268		    693		       5	        0	  8486
      73	    718		    867		       4	        0	  8486
      74	    696		    804		       5	        1	  1344
      75	    726		    914		       4	        0	  8486
      76	    550		    958		       5	        1	  1425
      77	    902		    891		       5	        2	  1505
      78	    550		    544		       4	        0	  8486
      79	    783		    848		       5	        2	  1351
      80	    675		    773		       5	        1	  1874
      81	    102		    799		       4	        0	  8486
      82	    850		    803		       4	        0	  8486
      83	    687		    737		       4	        2	  1457
      84	    103		    703		       4	        0	  8486
      85	    420		    387		       4	        1	   974
      86	    845		    841		       5	        0	  8486
      87	    646		     31		       4	        1	  1047
      88	    614		     60		       4	        1	   685
      89	    708		     76		       4	        1	   798
      90	    587		    581		       5	        0	  8486
      91	    930		    978		       5	        1	  1685
      92	    150		    720		       5	        0	  8486
      93	    456		    818		       4	        0	  8486
      94	    580		    108		       5	        0	  8486
      95	    909		    831		       4	        3	  2070
      96	    564		     75		       5	        0	  8486
      97	    364		    519		       5	        2	   776
      98	    775		    770		       4	        1	  1520
      99	    808		    838		       5	        2	  1173
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	      0		      0		     0		  8486
       1	    645		      7		     1		  1891
       2	    720		    867		     3		  3789
       3	    513		    499		     3		  1438
       4	    208		    766		     2		  2073
       5	    976		    884		     1		  4181
       6	    991		    864		     3		  4446
       7	    655		    676		     2		  3645
       8	    840		    976		     2		  2602
       9	    901		    808		     1		  3693
      10	    380		    423		     1		  1384
      11	    668		    533		     1		  2273
      12	    939		    794		     1		  2494
      13	    311		    824		     3		  2457
      14	    906		    961		     1		  3948
      15	    899		    692		     2		  3692
      16	    227		    898		     1		  3379
      17	    646		    431		     1		  3063
      18	    886		    633		     3		  3916
      19	    867		    887		     1		  4366
      20	    720		    871		     2		  2990
      21	    585		    832		     1		  2322
      22	    746		    892		     1		  3075
      23	    333		    883		     1		  2960
      24	    145		    637		     3		  1313
      25	    939		    680		     1		  2945
      26	    603		    554		     1		  2548
      27	    677		    836		     2		  3831
      28	    480		    576		     1		  2436
      29	    986		    924		     1		  4977
      30	    644		    517		     1		  2554
      31	    888		    795		     3		  3381
      32	    622		      5		     1		  1838
      33	    415		    509		     1		  1751
      34	    910		    946		     1		  3786
      35	    150		    945		     2		  3748
      36	    719		    760		     1		  3307
      37	    695		    188		     1		  2556
      38	    720		    832		     1		  2537
      39	    714		    926		     3		  4024
      40	    697		    759		     2		  3997
      41	    659		    869		     1		  3556
      42	    192		    793		     3		  1666
      43	    592		    992		     3		  4108
      44	    468		    397		     1		  1480
      45	     77		    793		     3		  1611
      46	    729		     74		     1		  2221
      47	    299		    814		     4		  2900
      48	    717		     25		     3		  2020
      49	    989		    846		     2		  4873
      50	    971		    861		     2		  4404
      51	    448		    338		     3		  1229
      52	    194		    768		     1		  2525
      53	    464		    498		     2		  2686
      54	    141		    809		     1		  1758
      55	    945		    847		     1		  3685
      56	    627		    445		     1		  2846
      57	    504		    497		     4		  2672
      58	    101		    705		     1		  1863
      59	    849		    606		     3		  2954
      60	    766		    919		     3		  2944
      61	    492		    399		     1		  1518
      62	    621		    919		     2		  4283
      63	    555		    935		     1		  4134
      64	    123		    778		     2		  2996
      65	    971		    877		     1		  2737
      66	     58		    537		     1		  1296
      67	    938		    801		     2		  3824
      68	    789		    869		     1		  3427
      69	    870		    838		     3		  4262
      70	    953		    865		     2		  4266
      71	    204		    709		     1		  1990
      72	    693		    551		     4		  3207
      73	    816		    941		     1		  3145
      74	    690		    852		     2		  4031
      75	    689		     61		     1		  1399
      76	    787		    873		     1		  2965
      77	    931		    944		     1		  3135
      78	    560		    369		     2		  2191
      79	    170		    733		     3		  2349
      80	    631		    885		     2		  3421
      81	    603		    891		     1		  3453
      82	    794		    859		     2		  4059
      83	    724		    324		     1		  1907
      84	    278		    823		     1		  2045
      85	    589		    379		     1		  2605
      86	    641		    885		     3		  3466
      87	    692		    610		     1		  3383
      88	    970		    813		     1		  2596
      89	    813		     35		     2		  3199
      90	    738		    668		     2		  2671
      91	    703		    958		     2		  2526
      92	    453		    511		     1		  1939
      93	    259		    729		     1		  3092
      94	    770		    940		     2		  3362
      95	    854		    942		     2		  3123
      96	    813		    824		     1		  3691
      97	    208		    668		     1		  1564
      98	    222		    800		     1		  2126
      99	    455		    622		     1		  2011
     100	    696		    876		     2		  4061
     101	    756		    719		     1		  3016
     102	    872		     85		     2		  2656
     103	    825		    100		     1		  2248
     104	    503		    468		     2		  1933
     105	    571		    325		     1		  1559
     106	    689		    913		     2		  2961
     107	    492		     16		     2		  1331
     108	    500		    144		     1		  1428
     109	    171		    802		     2		  2302
     110	    237		    542		     5		  1409
     111	    516		    491		     1		  1696
     112	    193		    835		     1		  3046
     113	    567		    576		     3		  3015
     114	    747		    781		     1		  4144
     115	    530		    102		     3		  1352
     116	    496		    518		     3		  1633
     117	    210		    827		     3		  2452
     118	    779		    754		     1		  2559
     119	    226		    781		     3		  2134
     120	    722		    772		     3		  2235
     121	    655		    831		     2		  3323
     122	    639		    360		     2		  2517
     123	    880		    871		     2		  3006
     124	    786		     17		     1		  1630
     125	    449		    521		     3		  1997
     126	    717		    794		     1		  4191
     127	    786		    907		     3		  3376
     128	    505		    383		     3		  2226
     129	    677		    883		     2		  2892
     130	    705		    778		     1		  3413
     131	    536		    495		     3		  2330
     132	    913		    861		     3		  2818
     133	    684		     47		     2		  1860
     134	    580		    474		     2		  1967
     135	    165		    445		     1		  1406
     136	    481		     45		     1		  1844
     137	    243		    773		     1		  1845
     138	    240		    653		     1		  2460
     139	    989		    973		     2		  5059
     140	    676		    184		     2		  2296
     141	    976		    919		     2		  5059
     142	    949		    912		     1		  2842
     143	    204		    768		     1		  3017
     144	    652		      8		     2		  1749
     145	    636		    854		     1		  3144
     146	    632		      5		     2		  2416
     147	    753		    830		     1		  2380
     148	    894		    901		     3		  3824
     149	    883		    814		     1		  4270
     150	    564		    508		     1		  2727
     151	    876		    903		     2		  3843
