INSTANCE:	B-n51-k16
VEHICLES:	16
CUSTOMERS:	51
TIME UB:	807
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	     73		     15		       4	        0	   807
       1	     25		     85		       4	        0	   807
       2	     73		     15		       5	        2	    32
       3	     26		     86		       5	        2	   146
       4	     52		     84		       4	        1	    89
       5	     51		     79		       4	        0	   807
       6	      6		     76		       5	        0	   807
       7	     68		     66		       5	        1	    61
       8	     14		     72		       5	        1	   160
       9	     59		     63		       5	        1	    60
      10	     71		     13		       5	        1	    51
      11	      8		     68		       4	        0	   807
      12	     66		     72		       4	        2	    56
      13	     66		     46		       5	        2	    43
      14	     63		     45		       4	        0	   807
      15	      6		     78		       5	        0	   807
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	     87		     39		     0		   807
       1	      5		     71		     1		   251
       2	     45		     95		     1		   262
       3	     29		     13		     3		   139
       4	      7		     67		     1		   272
       5	      1		      7		     2		   295
       6	     72		     14		     4		    68
       7	     28		     86		     3		   157
       8	     52		     86		     3		   212
       9	     46		    100		     2		   181
      10	     28		     90		     1		   311
      11	     16		     70		     3		   198
      12	      2		     14		     1		   313
      13	     79		     21		     1		    45
      14	     32		     88		     2		   251
      15	      6		     72		     1		   318
      16	      2		     12		     1		   292
      17	     73		     21		     2		    65
      18	     12		     76		     1		   192
      19	      2		     16		     1		   206
      20	     38		     16		     1		   162
      21	     30		     88		     1		   231
      22	     68		     54		     3		    96
      23	     32		     14		     2		   152
      24	     64		     46		     1		    76
      25	     26		     88		     2		   230
      26	     62		     68		     1		    92
      27	     34		     16		     3		   229
      28	     77		     15		     1		    63
      29	     75		     15		     2		    65
      30	      8		     68		     1		   302
      31	     36		     20		     2		   125
      32	     56		     82		     1		   147
      33	     26		     88		     1		   302
      34	     28		     86		     1		   278
      35	     60		     70		     2		   162
      36	      8		     72		     3		   313
      37	     76		     16		     1		    88
      38	     14		     72		     1		   206
      39	     78		     14		     1		    99
      40	     34		     92		     2		   244
      41	     74		     14		     5		    96
      42	     64		     46		     1		    65
      43	     10		     74		     1		   283
      44	      6		      8		     1		   333
      45	     28		     88		     2		   271
      46	     60		     64		     2		    95
      47	     46		    102		     2		   172
      48	     77		     23		     3		    73
      49	     58		     80		     3		   152
      50	     58		     84		     1		   159
      51	     36		     14		     1		   144
