INSTANCE:	A-n48-k15
VEHICLES:	15
CUSTOMERS:	48
TIME UB:	815
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	     21		     77		       4	        2	   161
       1	     83		      9		       4	        2	    50
       2	     33		      3		       5	        3	   120
       3	     83		     73		       4	        2	    53
       4	     29		      1		       5	        1	    94
       5	     17		     71		       5	        0	   815
       6	     37		     47		       4	        0	   815
       7	      1		     33		       5	        0	   815
       8	     47		     43		       4	        0	   815
       9	     45		      7		       5	        0	   815
      10	      5		     71		       5	        1	   112
      11	     21		     39		       5	        0	   815
      12	     21		     17		       5	        1	   145
      13	     63		     69		       5	        1	   100
      14	     37		     95		       4	        1	   107
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	     97		     33		     0		   815
       1	     57		     81		     3		   159
       2	     55		     57		     2		   120
       3	     29		     37		     3		   262
       4	     93		     37		     1		    20
       5	      5		     91		     4		   310
       6	     25		     11		     1		   187
       7	     47		     37		     1		   142
       8	     87		     25		     2		    47
       9	     67		     65		     3		   123
      10	     71		     89		     2		   164
      11	     67		     15		     2		    84
      12	     45		     79		     1		   256
      13	     71		     57		     1		   110
      14	     59		     79		     1		   223
      15	     93		     83		     2		   162
      16	     47		     41		     1		   162
      17	     51		     41		     2		   122
      18	     23		     93		     3		   357
      19	     87		     95		     2		   142
      20	     39		     45		     2		   194
      21	     85		     51		     2		    78
      22	     35		     93		     1		   231
      23	     47		     79		     1		   191
      24	     59		     91		     3		   177
      25	     83		     51		     1		    83
      26	     49		     65		     1		   207
      27	     21		     55		     1		   294
      28	     51		     21		     2		   109
      29	     69		     43		     2		    61
      30	     37		     41		     1		   211
      31	      5		     71		     1		   228
      32	     81		     17		     1		    71
      33	     59		     33		     1		    88
      34	     63		     87		     1		   132
      35	     71		     51		     1		   106
      36	      9		      7		     3		   223
      37	     65		     43		     2		   118
      38	     25		     63		     1		   234
      39	     13		     57		     2		   263
      40	     77		      9		     1		    76
      41	     57		     55		     1		   184
      42	     21		     33		     1		   256
      43	     27		     59		     2		   215
      44	      9		     35		     3		   306
      45	     25		     55		     2		   296
      46	     53		     11		     2		   194
      47	     51		     49		     3		   191
      48	      9		     23		     1		   338
