INSTANCE:	A-n41-k13
VEHICLES:	13
CUSTOMERS:	41
TIME UB:	824
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	     66		     62		       5	        1	    41
       1	     47		     44		       4	        0	   824
       2	     33		     58		       4	        0	   824
       3	     11		     54		       5	        2	    32
       4	     49		      6		       5	        0	   824
       5	     81		     45		       4	        2	    66
       6	     21		     51		       4	        0	   824
       7	     60		     89		       4	        1	    43
       8	     50		     99		       5	        0	   824
       9	     97		     11		       5	        0	   824
      10	     57		      2		       5	        1	    72
      11	     81		      6		       5	        0	   824
      12	     15		     40		       5	        1	    33
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	     36		     64		     0		   824
       1	     94		     47		     1		   225
       2	     10		     23		     2		   100
       3	     16		     46		     2		    92
       4	     25		     79		     1		    43
       5	     41		     30		     2		    82
       6	     14		     79		     2		    95
       7	     42		     56		     3		    27
       8	     90		     17		     2		   193
       9	     41		     39		     3		    71
      10	     21		     14		     1		   140
      11	     41		     46		     1		    71
      12	     65		     96		     3		   116
      13	     13		     49		     3		    55
      14	     21		     14		     1		   129
      15	     14		     42		     1		   113
      16	     58		     96		     1		   152
      17	      5		     51		     3		    72
      18	     41		     50		     2		    59
      19	     84		     85		     3		   130
      20	     97		     90		     2		   256
      21	     47		     76		     1		    53
      22	     60		     97		     2		   141
      23	     58		     68		     1		    65
      24	     30		     93		     1		    99
      25	      9		     60		     3		    59
      26	     19		     40		     3		    91
      27	     88		     21		     2		   139
      28	     57		      7		     1		   172
      29	     51		     78		     2		    83
      30	      9		     62		     3		    92
      31	     84		     36		     3		   133
      32	     95		     76		     1		   184
      33	     89		     44		     1		   198
      34	     10		     49		     2		   105
      35	     69		     16		     2		   175
      36	     75		     66		     3		   135
      37	     74		     69		     2		   123
      38	      1		     14		     1		   198
      39	     96		     91		     1		   180
      40	     46		     22		     1		   128
      41	     74		     92		     1		   154
