INSTANCE:	P-n30-k9
VEHICLES:	9
CUSTOMERS:	30
TIME UB:	501
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	     43		     67		       4	        0	   501
       1	     45		     35		       5	        0	   501
       2	     52		     64		       5	        1	    63
       3	     40		     30		       4	        1	    21
       4	     12		     42		       5	        0	   501
       5	     21		     47		       5	        2	    20
       6	     59		     15		       4	        1	    62
       7	     27		     23		       4	        2	    33
       8	     27		     68		       5	        0	   501
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	     30		     40		     0		   501
       1	     37		     52		     3		    38
       2	     49		     49		     1		    66
       3	     20		     26		     4		    55
       4	     17		     63		     4		    63
       5	     31		     62		     3		    51
       6	     52		     33		     1		    76
       7	     51		     21		     1		    92
       8	     42		     41		     3		    24
       9	     31		     32		     1		    30
      10	      5		     25		     3		    90
      11	     36		     16		     1		    61
      12	     52		     41		     1		    82
      13	     17		     33		     1		    40
      14	     13		     13		     3		    98
      15	     57		     58		     4		   104
      16	     62		     42		     2		   128
      17	     42		     57		     1		    66
      18	     16		     57		     1		    88
      19	      8		     52		     1		    90
      20	      7		     38		     2		    48
      21	     30		     48		     1		    31
      22	     58		     48		     3		    79
      23	     58		     27		     3		    88
      24	     37		     69		     1		   109
      25	     38		     46		     2		    34
      26	     46		     10		     1		    97
      27	     61		     33		     1		    65
      28	     62		     63		     4		   120
      29	     63		     69		     2		   104
      30	     32		     22		     2		    41
